Date,Close
2018-1-29 下午04:00:00,34.28
2018-1-30 下午04:00:00,33.97
2018-1-31 下午04:00:00,34.23
2018-2-1 下午04:00:00,34.26
2018-2-2 下午04:00:00,33.24
2018-2-5 下午04:00:00,31.85
2018-2-6 下午04:00:00,32.77
2018-2-7 下午04:00:00,32.35
2018-2-8 下午04:00:00,31.01
2018-2-9 下午04:00:00,31.77
2018-2-12 下午04:00:00,32.34
2018-2-13 下午04:00:00,32.42
2018-2-14 下午04:00:00,33.01
2018-2-15 下午04:00:00,33.64
2018-2-16 下午04:00:00,33.59
2018-2-20 下午04:00:00,33.62
2018-2-21 下午04:00:00,33.41
2018-2-22 下午04:00:00,33.45
2018-2-23 下午04:00:00,34.15
2018-2-26 下午04:00:00,34.68
2018-2-27 下午04:00:00,34.33
2018-2-28 下午04:00:00,34.09
2018-3-1 下午04:00:00,33.52
2018-3-2 下午04:00:00,33.84
2018-3-5 下午04:00:00,34.19
2018-3-6 下午04:00:00,34.26
2018-3-7 下午04:00:00,34.45
2018-3-8 下午04:00:00,34.6
2018-3-9 下午04:00:00,35.26
2018-3-12 下午04:00:00,35.37
2018-3-13 下午04:00:00,34.96
2018-3-14 下午04:00:00,34.93
2018-3-15 下午04:00:00,34.95
2018-3-16 下午04:00:00,34.81
2018-3-19 下午04:00:00,34.12
2018-3-20 下午04:00:00,34.1
2018-3-21 下午04:00:00,33.9
2018-3-22 下午04:00:00,33.02
2018-3-23 下午04:00:00,32.14
2018-3-26 下午04:00:00,33.36
2018-3-27 下午04:00:00,32.29
2018-3-28 下午04:00:00,32.08
2018-3-29 下午04:00:00,32.71
2018-4-2 下午04:00:00,31.93
2018-4-3 下午04:00:00,32.24
2018-4-4 下午04:00:00,32.7
2018-4-5 下午04:00:00,32.83
2018-4-6 下午04:00:00,32.03
2018-4-9 下午04:00:00,32.28
2018-4-10 下午04:00:00,33.07
2018-4-11 下午04:00:00,32.88
2018-4-12 下午04:00:00,33.27
2018-4-13 下午04:00:00,33.16
2018-4-16 下午04:00:00,33.42
2018-4-17 下午04:00:00,34.03
2018-4-18 下午04:00:00,33.95
2018-4-19 下午04:00:00,33.57
2018-4-20 下午04:00:00,33.1
2018-4-23 下午04:00:00,32.99
2018-4-24 下午04:00:00,32.41
2018-4-25 下午04:00:00,32.42
2018-4-26 下午04:00:00,33.01
2018-4-27 下午04:00:00,32.95
2018-4-30 下午04:00:00,32.73
2018-5-1 下午04:00:00,33.14
2018-5-2 下午04:00:00,33.1
2018-5-3 下午04:00:00,33.18
2018-5-4 下午04:00:00,33.81
2018-5-7 下午04:00:00,34.05
2018-5-8 下午04:00:00,34.12
2018-5-9 下午04:00:00,34.54
2018-5-10 下午04:00:00,34.99
2018-5-11 下午04:00:00,34.94
2018-5-14 下午04:00:00,34.94
2018-5-15 下午04:00:00,34.6
2018-5-16 下午04:00:00,34.76
2018-5-17 下午04:00:00,34.58
2018-5-18 下午04:00:00,34.44
2018-5-21 下午04:00:00,34.74
2018-5-22 下午04:00:00,34.69
2018-5-23 下午04:00:00,34.94
2018-5-24 下午04:00:00,34.9
2018-5-25 下午04:00:00,34.88
2018-5-29 下午04:00:00,34.69
2018-5-30 下午04:00:00,34.94
2018-5-31 下午04:00:00,34.95
2018-6-1 下午04:00:00,35.55
2018-6-4 下午04:00:00,35.83
2018-6-5 下午04:00:00,35.96
2018-6-6 下午04:00:00,36.19
2018-6-7 下午04:00:00,35.9
2018-6-8 下午04:00:00,35.84
2018-6-11 下午04:00:00,35.88
2018-6-12 下午04:00:00,36.06
2018-6-13 下午04:00:00,35.87
2018-6-14 下午04:00:00,36.13
2018-6-15 下午04:00:00,35.86
2018-6-18 下午04:00:00,35.9
2018-6-19 下午04:00:00,35.72
2018-6-20 下午04:00:00,35.79
2018-6-21 下午04:00:00,35.52
2018-6-22 下午04:00:00,35.4
2018-6-25 下午04:00:00,34.67
2018-6-26 下午04:00:00,34.81
2018-6-27 下午04:00:00,34.33
2018-6-28 下午04:00:00,34.75
2018-6-29 下午04:00:00,34.74
2018-7-2 下午04:00:00,35.05
2018-7-3 下午01:00:00,34.63
2018-7-5 下午04:00:00,35.12
2018-7-6 下午04:00:00,35.53
2018-7-9 下午04:00:00,35.8
2018-7-10 下午04:00:00,35.89
2018-7-11 下午04:00:00,35.74
2018-7-12 下午04:00:00,36.31
2018-7-13 下午04:00:00,36.27
2018-7-16 下午04:00:00,36.19
2018-7-17 下午04:00:00,36.46
2018-7-18 下午04:00:00,36.4
2018-7-19 下午04:00:00,36.27
2018-7-20 下午04:00:00,36.28
2018-7-23 下午04:00:00,36.46
2018-7-24 下午04:00:00,36.66
2018-7-25 下午04:00:00,37.12
2018-7-26 下午04:00:00,36.55
2018-7-27 下午04:00:00,35.92
2018-7-30 下午04:00:00,35.37
2018-7-31 下午04:00:00,35.46
2018-8-1 下午04:00:00,35.78
2018-8-2 下午04:00:00,36.23
2018-8-3 下午04:00:00,36.36
2018-8-6 下午04:00:00,36.56
2018-8-7 下午04:00:00,36.7
2018-8-8 下午04:00:00,36.8
2018-8-9 下午04:00:00,36.81
2018-8-10 下午04:00:00,36.52
2018-8-13 下午04:00:00,36.47
2018-8-14 下午04:00:00,36.69
2018-8-15 下午04:00:00,36.36
2018-8-16 下午04:00:00,36.52
2018-8-17 下午04:00:00,36.58
2018-8-20 下午04:00:00,36.52
2018-8-21 下午04:00:00,36.58
2018-8-22 下午04:00:00,36.69
2018-8-23 下午04:00:00,36.77
2018-8-24 下午04:00:00,37.14
2018-8-27 下午04:00:00,37.48
2018-8-28 下午04:00:00,37.55
2018-8-29 下午04:00:00,37.89
2018-8-30 下午04:00:00,37.77
2018-8-31 下午04:00:00,37.8
2018-9-4 下午04:00:00,37.66
2018-9-5 下午04:00:00,37.19
2018-9-6 下午04:00:00,36.92
2018-9-7 下午04:00:00,36.79
2018-9-10 下午04:00:00,36.91
2018-9-11 下午04:00:00,37.22
2018-9-12 下午04:00:00,37.07
2018-9-13 下午04:00:00,37.5
2018-9-14 下午04:00:00,37.47
2018-9-17 下午04:00:00,37
2018-9-18 下午04:00:00,37.24
2018-9-19 下午04:00:00,37.14
2018-9-20 下午04:00:00,37.58
2018-9-21 下午04:00:00,37.31
2018-9-24 下午04:00:00,37.49
2018-9-25 下午04:00:00,37.45
2018-9-26 下午04:00:00,37.31
2018-9-27 下午04:00:00,37.53
2018-9-28 下午04:00:00,37.67
2018-10-1 下午04:00:00,37.85
2018-10-2 下午04:00:00,37.85
2018-10-3 下午04:00:00,37.97
2018-10-4 下午04:00:00,37.28
2018-10-5 下午04:00:00,36.81
2018-10-8 下午04:00:00,36.4
2018-10-9 下午04:00:00,36.53
2018-10-10 下午04:00:00,34.76
2018-10-11 下午04:00:00,34.32
2018-10-12 下午04:00:00,35.42
2018-10-15 下午04:00:00,34.84
2018-10-16 下午04:00:00,35.89
2018-10-17 下午04:00:00,35.72
2018-10-18 下午04:00:00,35.02
2018-10-19 下午04:00:00,35.01
2018-10-22 下午04:00:00,35.3
2018-10-23 下午04:00:00,35.16
2018-10-24 下午04:00:00,33.59
2018-10-25 下午04:00:00,34.74
2018-10-26 下午04:00:00,34.05
2018-10-29 下午04:00:00,33.47
2018-10-30 下午04:00:00,33.85
2018-10-31 下午04:00:00,34.65
2018-11-1 下午04:00:00,35.06
2018-11-2 下午04:00:00,34.37
2018-11-5 下午04:00:00,34.34
2018-11-6 下午04:00:00,34.55
2018-11-7 下午04:00:00,35.57
2018-11-8 下午04:00:00,35.53
2018-11-9 下午04:00:00,34.92
2018-11-12 下午04:00:00,33.69
2018-11-13 下午04:00:00,33.73
2018-11-14 下午04:00:00,33.33
2018-11-15 下午04:00:00,34.16
2018-11-16 下午04:00:00,34.1
2018-11-19 下午04:00:00,32.81
2018-11-20 下午04:00:00,32.1
2018-11-21 下午04:00:00,32.34
2018-11-23 下午01:00:00,32.04
2018-11-26 下午04:00:00,32.77
2018-11-27 下午04:00:00,32.83
2018-11-28 下午04:00:00,33.98
2018-11-29 下午04:00:00,33.65
2018-11-30 下午04:00:00,33.97
